resume_text,label
"Principal data scientist leading customer analytics for subscription business. 9 years of experience with lifetime value, churn, and engagement modeling. Expert in Python, SQL, and causal inference. Built customer health scoring system reducing churn by 25%. Experience with executive reporting, strategic planning, and cross-functional leadership.",1
"Senior ML engineer building neural network compilers for edge AI accelerators. 5 years of experience with TVM, MLIR, and hardware backends. Expert in C++, Python, and compiler optimization. Built compiler supporting diverse edge hardware with automatic kernel tuning. Experience with quantization-aware compilation, memory optimization, and hardware-software co-design.",1
"Senior machine learning engineer with 6 years of experience developing production ML systems for fintech applications including credit scoring, fraud detection, and transaction categorization. Expert in Python, TensorFlow, and XGBoost with strong foundation in feature engineering and model interpretability. Built real-time scoring pipeline processing 10M+ transactions daily with sub-50ms latency. Experience with A/B testing, champion-challenger frameworks, and regulatory compliance for ML models. MS in Computer Science from Georgia Tech.",1
"Florist with 11 years of experience designing floral arrangements for weddings, corporate events, and retail sales. Managed flower shop with staff of 5 and annual revenue of $400K. Developed relationships with local growers and managed seasonal inventory. Associate's degree in Floral Design. Used POS systems and basic inventory spreadsheets. Strong creative and business skills but no programming or data analytics experience.",0
"Data scientist specializing in customer analytics and personalization for e-commerce platform with 4 years of experience. Built recommendation models, churn prediction systems, and customer lifetime value estimators using Python, SQL, and scikit-learn. Experience with A/B testing, causal inference, and stakeholder communication. Deployed models using Flask APIs and AWS infrastructure. BS in Statistics with minor in Computer Science.",1
"Licensed massage therapist with 9 years of experience in therapeutic massage, sports recovery, and wellness spa settings. Developed treatment protocols for chronic pain management and post-surgical rehabilitation. Multiple certifications including deep tissue, trigger point, and myofascial release. Managed private practice with 80+ regular clients. Used basic scheduling software. Strong therapeutic skills but no technical or analytical background.",0
"Computer vision researcher with 5 years of experience developing object detection and segmentation models for autonomous systems. Expert in PyTorch, OpenCV, and TensorRT for model optimization. Published papers at CVPR and ECCV on efficient detection architectures. Built perception pipeline achieving real-time performance on embedded GPUs. Experience with sensor fusion, 3D reconstruction, and sim-to-real transfer. PhD candidate in Robotics.",1
"Wedding photographer with 12 years of experience capturing 300+ weddings and building successful photography business. Expert in Adobe Lightroom and Photoshop for post-processing. Managed client relationships, second shooters, and album production. Bachelor's degree in Fine Arts. Built strong social media presence for marketing. Creative and business skills but no programming or data analytics experience.",0
"NLP engineer with 4 years of experience building text classification, named entity recognition, and question answering systems. Expert in transformer models, Hugging Face, and spaCy. Built customer service automation handling 500K+ tickets monthly with 85% resolution rate. Experience with fine-tuning LLMs, prompt engineering, and retrieval-augmented generation. MS in Computational Linguistics.",1
"Veterinary technician with 7 years of experience in emergency animal care, surgical assistance, and diagnostic procedures. Certified veterinary technician with specialized training in anesthesia monitoring. Used veterinary practice management software for patient records. Associate's degree in Veterinary Technology. Strong clinical and animal care skills but no programming or data science background.",0
"MLOps engineer with 5 years of experience building ML infrastructure for data science teams. Expert in Kubernetes, Docker, MLflow, and Airflow. Designed model deployment pipelines reducing time-to-production from weeks to hours. Built feature store serving 500+ features with sub-10ms latency. Experience with GPU cluster management, cost optimization, and model monitoring. BS in Computer Engineering.",1
"Professional cake decorator and pastry chef with 10 years of experience creating custom wedding cakes and specialty desserts. Managed bakery production team and developed new product lines. Culinary degree with pastry specialization. Won regional cake decorating competitions. Used basic POS and inventory systems. Strong creative and culinary skills but no technical or analytical background.",0
"Applied scientist developing pricing optimization models for ride-sharing platform with 5 years of experience. Expert in Python, causal ML, and optimization algorithms. Built dynamic pricing system balancing supply-demand with fairness constraints. Experience with reinforcement learning, simulation, and market design. Published research on two-sided marketplace optimization. PhD in Operations Research.",1
"Dental hygienist with 8 years of clinical experience providing preventive care, periodontal treatments, and patient education. Expert in digital X-ray systems and intraoral cameras. Associate's degree in Dental Hygiene with expanded functions certification. Strong patient communication and clinical skills but no exposure to programming or data analytics.",0
"Backend software engineer with 5 years of experience building high-throughput data pipelines and ML serving infrastructure. Expert in Python, Go, and distributed systems. Designed microservices architecture processing 1M+ events per second. Experience with Kafka, Redis, and gRPC for low-latency communication. Built model serving platform with A/B testing capabilities. MS in Computer Science.",1
"Real estate appraiser with 14 years of experience conducting residential and commercial property valuations. State-certified appraiser with MAI designation. Expert in market analysis, income approach, and comparable sales methodology. Bachelor's degree in Real Estate. Used appraisal software and MLS databases. Strong analytical skills within real estate domain but no programming or data science experience.",0
"Research engineer working on speech recognition and synthesis at AI lab with 4 years of experience. Expert in PyTorch, end-to-end ASR models, and neural vocoders. Built multilingual speech recognition system supporting 30+ languages. Published papers at Interspeech and ICASSP on efficient streaming models. Experience with speaker diarization and voice conversion. MS in Electrical Engineering.",1
"Certified public accountant with 11 years of experience in tax planning, audit, and financial advisory for small businesses. CPA license with Master's in Accounting. Expert in tax code compliance and financial statement analysis. Used QuickBooks, tax preparation software, and Excel. Strong financial knowledge but no programming or data science experience beyond accounting tools.",0
"Data engineer with 6 years of experience building data lakehouse architectures for analytics and ML workloads. Expert in Spark, Delta Lake, and dbt. Designed data infrastructure supporting petabyte-scale storage with real-time streaming capabilities. Experience with data quality monitoring, lineage tracking, and governance frameworks. Built feature pipelines for ML teams. BS in Computer Science.",1
"Physical therapist with 10 years of clinical experience in orthopedic rehabilitation and sports medicine. Doctor of Physical Therapy degree with board certification in orthopedics. Developed treatment protocols and managed patient caseloads. Used EMR systems for documentation and outcome tracking. Strong clinical reasoning skills but no background in programming or data analytics.",0
"Quantitative researcher with 7 years of experience developing systematic trading strategies and risk models. Expert in Python, time series analysis, and statistical arbitrage. Built alpha generation pipeline processing alternative data sources. Experience with portfolio optimization, transaction cost modeling, and backtesting frameworks. MS in Financial Engineering from Princeton.",1
"Interior designer with 9 years of experience creating residential and commercial design concepts for high-end clients. Managed projects with budgets up to $2M and coordinated with contractors and vendors. Bachelor's degree in Interior Design. Expert in AutoCAD and design software. Strong creative and project management skills but no programming or data analytics experience.",0
"Senior data analyst with 5 years of experience building automated reporting systems and predictive models for marketing team. Expert in SQL, Python, and Tableau. Built attribution models and customer segmentation systems. Experience with A/B testing, statistical analysis, and stakeholder communication. Deployed models using basic cloud infrastructure. BS in Mathematics.",1
"Licensed clinical social worker with 12 years of experience providing mental health counseling in hospital and community settings. Master's degree in Social Work with clinical licensure. Specialized in trauma-informed care and family therapy. Used electronic case management systems. Strong therapeutic and advocacy skills but no exposure to programming or data science.",0
"ML platform engineer with 4 years of experience building self-service infrastructure for data science teams. Expert in Python, Kubernetes, and cloud platforms. Designed notebook environment serving 300+ data scientists with GPU access. Built experiment tracking and model registry systems. Experience with cost management and multi-tenant resource allocation. BS in Software Engineering.",1
"Executive chef with 15 years of culinary experience including 8 years leading kitchen operations at fine dining restaurants. Managed staff of 20, developed seasonal menus, and maintained food cost targets under 30%. Culinary degree from CIA. Used POS and inventory management systems. Strong culinary and leadership skills but no technical or analytical background.",0
"Applied ML engineer with 5 years of experience building recommendation systems for media streaming platform. Expert in TensorFlow, collaborative filtering, and deep learning recommenders. Designed personalization system serving 50M+ users with real-time updates. Experience with multi-armed bandits, exploration-exploitation, and A/B testing. Published research on session-based recommendations. MS in Machine Learning.",1
"Registered nurse with 9 years of experience in pediatric intensive care and emergency nursing. BSN with PICU specialty certification. Expert in critical care protocols, medication administration, and family communication. Used electronic health records for documentation. Strong clinical and patient care skills but no programming or data science background.",0
"Research scientist studying reinforcement learning for robotics with 4 years of experience. Expert in PyTorch, simulation environments, and policy optimization. Published papers at NeurIPS, ICML, and CoRL on sample-efficient RL and sim-to-real transfer. Built training infrastructure for distributed RL achieving 10x speedup. PhD in Computer Science from Berkeley.",1
"Paralegal with 11 years of experience in corporate law and intellectual property litigation. Managed document review, legal research, and case file organization for complex patent disputes. Proficient in Westlaw and legal document management systems. Bachelor's degree with Paralegal certificate. Strong legal research skills but no programming or data analytics experience.",0
"Senior software engineer with 6 years of experience building search and ranking systems for e-commerce platform. Expert in Python, Elasticsearch, and learning-to-rank algorithms. Designed search infrastructure handling 100M+ queries daily. Experience with query understanding, semantic search, and relevance optimization. Built A/B testing framework for search experiments. MS in Information Retrieval.",1
"Occupational therapist with 8 years of experience in pediatric rehabilitation and sensory integration therapy. Master's degree in Occupational Therapy with board certification. Developed treatment plans for children with developmental delays. Used therapy documentation systems. Strong clinical and therapeutic skills but no background in programming or data science.",0
"Deep learning researcher with 5 years of experience working on generative models and image synthesis. Expert in PyTorch, diffusion models, and GANs. Published papers at CVPR, NeurIPS, and ICLR on controllable generation and style transfer. Built image editing tools deployed to millions of users. Experience with large-scale training and model optimization. PhD in Computer Vision.",1
"Funeral director with 14 years of experience managing funeral services and providing grief support to families. Licensed mortician with degree in Mortuary Science. Oversaw facility operations, staff management, and regulatory compliance. Used funeral home management software. Strong compassionate service and business skills but no technical or analytical background.",0
"Data scientist with 4 years of experience building fraud detection and risk models for payment processing company. Expert in Python, XGBoost, and graph analytics. Built real-time fraud scoring system reducing losses by 40%. Experience with imbalanced learning, model interpretability, and regulatory compliance. Deployed models on AWS with automated retraining pipelines. MS in Data Science.",1
"Professional dog trainer with 11 years of experience in obedience training, behavior modification, and service dog preparation. Multiple certifications in animal behavior and training methodology. Built successful training business serving 500+ clients. Used basic scheduling and client management software. Strong training and assessment skills but no technical or analytical background.",0
"Computer vision engineer with 5 years of experience developing quality inspection systems for manufacturing. Expert in PyTorch, OpenCV, and edge deployment. Built defect detection pipeline achieving 99.5% accuracy at 30 FPS on production lines. Experience with domain adaptation, few-shot learning, and annotation pipelines. MS in Computer Engineering.",1
"Speech-language pathologist with 9 years of experience treating communication disorders in school and clinical settings. Master's degree in Speech-Language Pathology with ASHA certification. Developed treatment plans for children with autism and language delays. Used therapy documentation systems. Strong clinical skills but no exposure to programming or data analytics.",0
"Analytics engineer with 5 years of experience building data models and metrics infrastructure for product teams. Expert in dbt, SQL, and Snowflake. Designed semantic layer serving 500+ business users with self-service analytics. Experience with data quality testing, documentation, and cross-team collaboration. Built feature pipelines supporting ML models. BS in Information Systems.",1
"Chiropractor with 12 years of clinical practice treating musculoskeletal conditions and sports injuries. Doctor of Chiropractic degree with sports medicine certification. Managed multi-practitioner clinic and developed treatment protocols. Used practice management and billing software. Strong diagnostic and patient care skills but no programming or data science background.",0
"ML engineer with 4 years of experience building document understanding systems for enterprise applications. Expert in transformer models, OCR, and layout analysis. Built contract analysis pipeline extracting key terms with 95% accuracy. Experience with named entity recognition, table extraction, and human-in-the-loop workflows. MS in Natural Language Processing.",1
"Optometrist with 10 years of clinical experience providing comprehensive vision care and managing private practice. Doctor of Optometry degree with therapeutic certification. Expert in ocular disease diagnosis and contact lens fitting. Used optical equipment and practice management software. Strong clinical and business skills but no programming or data analytics background.",0
"Staff data scientist with 8 years of experience leading experimentation and causal inference for product teams. Expert in Python, R, and statistical methodology. Designed experimentation platform supporting 5000+ tests annually. Published research on variance reduction and interference in networked experiments. Experience with executive communication and technical mentorship. PhD in Statistics.",1
"Athletic trainer with 7 years of experience providing injury prevention and rehabilitation for collegiate athletes. Master's degree in Athletic Training with board certification. Managed sports medicine program for multiple teams. Used injury tracking systems and basic reporting. Strong clinical sports medicine skills but no programming or data science background.",0
"Senior research engineer with 6 years of experience working on large language models and alignment research. Expert in PyTorch, distributed training, and RLHF. Published papers at NeurIPS and ICML on instruction following and safety. Built evaluation frameworks for generative systems. Experience with red-teaming and responsible AI development. PhD in Machine Learning.",1
"Court reporter with 16 years of experience providing verbatim transcription for legal proceedings and depositions. Certified court reporter with 250+ WPM speed. Expert in stenography and transcript management. Used court reporting software and case management systems. Strong attention to detail and language skills but no programming or data analytics experience.",0
"Applied scientist with 5 years of experience building personalization systems for e-commerce search and recommendations. Expert in Python, TensorFlow, and retrieval methods. Designed semantic search infrastructure with neural embeddings and vector databases. Experience with query understanding, user intent modeling, and online learning. MS in Computer Science.",1
"Probation officer with 13 years of experience supervising offenders and conducting risk assessments. Bachelor's degree in Criminal Justice with specialized training. Managed caseloads of 100+ individuals and coordinated with courts. Used case management databases and prepared compliance reports. Strong assessment skills but no programming or data analytics experience.",0
"Biomedical data scientist with 4 years of experience building clinical prediction models for hospital system. Expert in Python, survival analysis, and risk stratification. Built sepsis early warning system reducing mortality by 15%. Experience with EHR data, clinical validation, and HIPAA compliance. PhD in Biomedical Informatics.",1
"Licensed insurance adjuster with 15 years of experience investigating and settling property and casualty claims. Professional designation with extensive training in damage assessment. Expert in policy interpretation and negotiation. Used claims management software and basic Excel. Strong investigation skills but no programming or data analytics background.",0
"ML engineer with 5 years of experience building time series forecasting systems for supply chain optimization. Expert in Python, Prophet, and deep learning forecasting methods. Designed hierarchical forecasting pipeline for 100K+ SKUs reducing forecast error by 25%. Experience with demand sensing, inventory optimization, and uncertainty quantification. MS in Operations Research.",1
"Museum curator with 12 years of experience developing exhibitions and managing collections for art museum. Master's degree in Art History with curatorial specialization. Conducted research, coordinated acquisitions, and managed loans. Used collections management software. Strong research and curatorial skills but no programming or data science background.",0
"Senior NLP engineer with 6 years of experience building conversational AI and dialogue systems. Expert in transformer models, LangChain, and retrieval-augmented generation. Designed chatbot platform handling 1M+ conversations monthly. Experience with prompt engineering, fine-tuning, and evaluation frameworks. Published research on task-oriented dialogue. MS in Computer Science.",1
"Respiratory therapist with 8 years of clinical experience managing ventilator patients in ICU and emergency settings. Associate's degree in Respiratory Therapy with RRT credential. Expert in mechanical ventilation and pulmonary diagnostics. Used medical equipment and EMR systems. Strong clinical skills but no background in programming or data science.",0
"Research engineer with 4 years of experience developing neural network efficiency methods. Expert in PyTorch, model compression, and neural architecture search. Published papers at NeurIPS and ICLR on knowledge distillation and pruning. Built optimization tools achieving 3x speedup for production models. Experience with quantization and hardware-aware design. PhD candidate in ML.",1
"Dental office manager with 13 years of experience overseeing practice operations for multi-location dental group. Bachelor's degree in Healthcare Administration. Managed staff of 15, scheduling, billing, and compliance. Used dental practice management software. Strong operational and leadership skills but no programming or data science background.",0
"Computer vision engineer with 5 years of experience building perception systems for autonomous vehicles. Expert in PyTorch, LiDAR processing, and sensor fusion. Designed object detection pipeline achieving state-of-the-art performance on internal benchmarks. Experience with 3D reconstruction, tracking, and sim-to-real transfer. MS in Robotics from CMU.",1
"Landscape architect with 11 years of experience designing outdoor spaces for commercial and municipal projects. Bachelor's degree in Landscape Architecture with LEED certification. Managed projects with budgets up to $5M. Used CAD software and project management tools. Strong design and environmental skills but no programming or data analytics experience.",0
"Data engineer with 5 years of experience building real-time streaming infrastructure for ML applications. Expert in Kafka, Flink, and Spark Streaming. Designed event processing pipeline handling 5M+ events per second. Experience with exactly-once semantics, schema evolution, and data quality monitoring. Built feature pipelines for real-time ML. BS in Computer Science.",1
"Hospice nurse with 11 years of experience providing end-of-life care and family support in home and facility settings. BSN with hospice and palliative care certification. Coordinated with interdisciplinary teams and managed complex symptom control. Used EMR systems for documentation. Strong compassionate care skills but no technical or analytical background.",0
"Applied ML engineer with 4 years of experience building content moderation systems for social media platform. Expert in Python, multimodal learning, and classification at scale. Built harmful content detection pipeline processing 1B+ posts daily. Experience with model fairness, policy enforcement, and appeal systems. MS in Machine Learning.",1
"Sommelier with 10 years of wine industry experience including 6 years as wine director at fine dining restaurant. Advanced Sommelier certification with extensive tasting experience. Developed wine programs and trained service staff. Used inventory management and POS systems. Strong wine knowledge but no technical or analytical background.",0
"Staff software engineer with 7 years of experience building ML serving infrastructure for advertising platform. Expert in C++, Python, and low-latency systems. Designed prediction serving system handling 50M+ requests per second with P99 < 5ms. Experience with feature caching, model ensembles, and gradual rollouts. MS in Computer Engineering.",1
"Sign language interpreter with 10 years of experience providing ASL interpretation for educational and medical settings. Nationally certified interpreter with specialized vocabulary. Bachelor's degree in Deaf Studies. Used basic scheduling and documentation systems. Strong communication and cultural skills but no technical or analytical background.",0
"Senior data scientist with 6 years of experience building customer lifetime value and retention models for subscription business. Expert in Python, SQL, and causal inference. Designed propensity modeling system reducing churn by 20%. Experience with survival analysis, treatment effect estimation, and executive communication. MS in Statistics.",1
"Golf course superintendent with 14 years of experience managing turf maintenance for championship courses. Certification in Turfgrass Management with extensive agronomic training. Supervised crew of 25 and managed equipment budgets of $500K. Used basic maintenance scheduling software. Strong agronomic skills but no programming or data analytics experience.",0
"Research scientist with 5 years of experience studying interpretability and mechanistic analysis of neural networks. Expert in PyTorch and interpretability tools. Published influential papers at NeurIPS and ICLR on transformer circuits and feature visualization. Experience with activation patching, probing methods, and alignment research. PhD in Computer Science.",1
"Personal chef with 12 years of experience providing customized meal preparation for private clients including dietary restrictions and specialized nutrition. Culinary degree with nutrition certification. Managed client relationships and meal planning logistics. Used basic scheduling and recipe management software. Strong culinary skills but no technical or analytical background.",0
"ML engineer with 4 years of experience building credit risk models for consumer lending platform. Expert in Python, XGBoost, and explainability methods. Designed automated underwriting system improving approval rates while maintaining risk targets. Experience with fair lending compliance, model governance, and regulatory documentation. MS in Financial Engineering.",1
"Yacht captain with 15 years of maritime experience operating private vessels up to 200 feet. USCG Master license with various endorsements. Managed crew, maintained vessel compliance, and coordinated complex itineraries. Used navigation systems and basic voyage planning software. Strong maritime leadership skills but no programming or data analytics background.",0
"Applied scientist with 5 years of experience developing geospatial ML systems for satellite imagery analysis. Expert in PyTorch, remote sensing, and computer vision. Built land use classification system processing global imagery with 95% accuracy. Experience with change detection, time series analysis, and climate applications. PhD in Earth Science with ML focus.",1
"Acupuncturist with 11 years of experience treating patients using traditional Chinese medicine in private practice. Master's degree in Acupuncture with state licensure. Developed treatment protocols for chronic pain and stress management. Used practice management software. Strong clinical and holistic healing skills but no programming or data analytics experience.",0
"Senior ML engineer with 6 years of experience building recommendation systems for job matching platform. Expert in TensorFlow, embedding models, and two-sided marketplace optimization. Designed matching algorithm improving hire rates by 30%. Experience with fairness constraints, cold-start handling, and diversity optimization. MS in Computer Science.",1
"Private investigator with 13 years of experience conducting surveillance, background investigations, and insurance fraud cases. Licensed PI with law enforcement background. Managed case files and prepared detailed reports for legal proceedings. Used investigation software and basic documentation tools. Strong investigative skills but no programming or data analytics background.",0
"Brewmaster with 13 years of craft beer production experience developing award-winning recipes and managing brewing operations for regional brewery. Degree in Fermentation Science with Cicerone certification. Managed production team and distribution relationships. Used basic production tracking and inventory systems. Strong brewing and business skills but no programming or data analytics background.",0
